DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
11X175,P.S. 175 CITY ISLAND,8,2015,Never ELL,39,314,3,7.7,15,38.5,17,43.6,4,10.3,21,53.8
11X175,P.S. 175 CITY ISLAND,8,2016,Never ELL,31,s,s,s,s,s,s,s,s,s,s,s
11X175,P.S. 175 CITY ISLAND,8,2017,Never ELL,31,319,2,6.5,9,29,16,51.6,4,12.9,20,64.5
11X175,P.S. 175 CITY ISLAND,8,2018,Never ELL,40,s,s,s,s,s,s,s,s,s,s,s
11X175,P.S. 175 CITY ISLAND,8,2019,Never ELL,48,605,4,8.3,18,37.5,11,22.9,15,31.3,26,54.2
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2014,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2015,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2018,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2019,Current ELL,7,589,2,28.6,4,57.1,1,14.3,0,0,1,14.3
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2014,Ever ELL,16,s,s,s,s,s,s,s,s,s,s,s
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2015,Ever ELL,27,s,s,s,s,s,s,s,s,s,s,s
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2016,Ever ELL,13,309,1,7.7,7,53.8,5,38.5,0,0,5,38.5
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2017,Ever ELL,13,319,0,0,5,38.5,4,30.8,4,30.8,8,61.5
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2018,Ever ELL,11,s,s,s,s,s,s,s,s,s,s,s
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2019,Ever ELL,15,605,1,6.7,3,20,8,53.3,3,20,11,73.3
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2014,Never ELL,240,302,48,20,111,46.3,62,25.8,19,7.9,81,33.8
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2015,Never ELL,252,306,45,17.9,103,40.9,86,34.1,18,7.1,104,41.3
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2016,Never ELL,274,317,17,6.2,101,36.9,110,40.1,46,16.8,156,56.9
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2017,Never ELL,264,323,17,6.4,68,25.8,117,44.3,62,23.5,179,67.8
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2018,Never ELL,277,605,27,9.7,71,25.6,118,42.6,61,22,179,64.6
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2019,Never ELL,262,605,19,7.3,94,35.9,87,33.2,62,23.7,149,56.9
11X181,I.S. 181 PABLO CASALS,8,2014,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2015,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2016,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2017,Current ELL,6,252,5,83.3,1,16.7,0,0,0,0,0,0
11X181,I.S. 181 PABLO CASALS,8,2018,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2019,Current ELL,6,573,4,66.7,2,33.3,0,0,0,0,0,0
11X181,I.S. 181 PABLO CASALS,8,2014,Ever ELL,13,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2015,Ever ELL,19,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2016,Ever ELL,7,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2017,Ever ELL,18,310,2,11.1,5,27.8,9,50,2,11.1,11,61.1
11X181,I.S. 181 PABLO CASALS,8,2018,Ever ELL,19,s,s,s,s,s,s,s,s,s,s,s
11X181,I.S. 181 PABLO CASALS,8,2019,Ever ELL,14,603,2,14.3,4,28.6,6,42.9,2,14.3,8,57.1
11X181,I.S. 181 PABLO CASALS,8,2014,Never ELL,239,301,60,25.1,98,41,65,27.2,16,6.7,81,33.9
11X181,I.S. 181 PABLO CASALS,8,2015,Never ELL,276,306,57,20.7,96,34.8,91,33,32,11.6,123,44.6
11X181,I.S. 181 PABLO CASALS,8,2016,Never ELL,253,312,35,13.8,89,35.2,96,37.9,33,13,129,51
11X181,I.S. 181 PABLO CASALS,8,2017,Never ELL,218,310,30,13.8,76,34.9,75,34.4,37,17,112,51.4
11X181,I.S. 181 PABLO CASALS,8,2018,Never ELL,257,605,22,8.6,92,35.8,81,31.5,62,24.1,143,55.6
11X181,I.S. 181 PABLO CASALS,8,2019,Never ELL,246,602,31,12.6,87,35.4,78,31.7,50,20.3,128,52
11X194,P.S./M.S. 194,8,2014,Current ELL,14,261,11,78.6,3,21.4,0,0,0,0,0,0
11X194,P.S./M.S. 194,8,2015,Current ELL,15,249,12,80,3,20,0,0,0,0,0,0
11X194,P.S./M.S. 194,8,2016,Current ELL,13,274,10,76.9,2,15.4,1,7.7,0,0,1,7.7
11X194,P.S./M.S. 194,8,2017,Current ELL,12,268,8,66.7,4,33.3,0,0,0,0,0,0
11X194,P.S./M.S. 194,8,2018,Current ELL,24,574,21,87.5,3,12.5,0,0,0,0,0,0
11X194,P.S./M.S. 194,8,2019,Current ELL,12,572,7,58.3,5,41.7,0,0,0,0,0,0
11X194,P.S./M.S. 194,8,2014,Ever ELL,44,296,11,25,24,54.5,7,15.9,2,4.5,9,20.5
11X194,P.S./M.S. 194,8,2015,Ever ELL,33,299,5,15.2,22,66.7,5,15.2,1,3,6,18.2
11X194,P.S./M.S. 194,8,2016,Ever ELL,40,312,3,7.5,19,47.5,15,37.5,3,7.5,18,45
11X194,P.S./M.S. 194,8,2017,Ever ELL,34,320,1,2.9,11,32.4,16,47.1,6,17.6,22,64.7
11X194,P.S./M.S. 194,8,2018,Ever ELL,32,599,4,12.5,12,37.5,11,34.4,5,15.6,16,50
11X194,P.S./M.S. 194,8,2019,Ever ELL,37,606,0,0,16,43.2,14,37.8,7,18.9,21,56.8
11X194,P.S./M.S. 194,8,2014,Never ELL,111,300,19,17.1,67,60.4,22,19.8,3,2.7,25,22.5
11X194,P.S./M.S. 194,8,2015,Never ELL,103,305,19,18.4,48,46.6,24,23.3,12,11.7,36,35
11X194,P.S./M.S. 194,8,2016,Never ELL,93,307,12,12.9,40,43,31,33.3,10,10.8,41,44.1
11X194,P.S./M.S. 194,8,2017,Never ELL,89,314,16,18,26,29.2,30,33.7,17,19.1,47,52.8
11X194,P.S./M.S. 194,8,2018,Never ELL,92,599,17,18.5,39,42.4,21,22.8,15,16.3,36,39.1
11X194,P.S./M.S. 194,8,2019,Never ELL,110,603,15,13.6,35,31.8,32,29.1,28,25.5,60,54.5
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2014,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2015,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2016,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2017,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2018,Current ELL,24,571,18,75,5,20.8,1,4.2,0,0,1,4.2
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2019,Current ELL,19,574,14,73.7,5,26.3,0,0,0,0,0,0
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2014,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2015,Ever ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2016,Ever ELL,7,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2017,Ever ELL,4,s,s,s,s,s,s,s,s,s,s,s
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2018,Ever ELL,12,590,2,16.7,8,66.7,2,16.7,0,0,2,16.7
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2019,Ever ELL,12,596,2,16.7,7,58.3,1,8.3,2,16.7,3,25
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2014,Never ELL,62,278,33,53.2,20,32.3,8,12.9,1,1.6,9,14.5
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2015,Never ELL,68,280,31,45.6,31,45.6,5,7.4,1,1.5,6,8.8
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2016,Never ELL,80,287,35,43.8,30,37.5,12,15,3,3.8,15,18.8
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2017,Never ELL,85,295,22,25.9,40,47.1,16,18.8,7,8.2,23,27.1
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2018,Never ELL,141,589,40,28.4,72,51.1,24,17,5,3.5,29,20.6
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,8,2019,Never ELL,148,591,50,33.8,57,38.5,30,20.3,11,7.4,41,27.7
11X326,BRONX GREEN MIDDLE SCHOOL,8,2014,Current ELL,11,238,10,90.9,1,9.1,0,0,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,8,2015,Current ELL,16,268,10,62.5,6,37.5,0,0,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,8,2016,Current ELL,27,266,21,77.8,6,22.2,0,0,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,8,2017,Current ELL,16,280,10,62.5,6,37.5,0,0,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,8,2018,Current ELL,14,579,10,71.4,4,28.6,0,0,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,8,2019,Current ELL,22,580,15,68.2,7,31.8,0,0,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,8,2014,Ever ELL,23,280,12,52.2,9,39.1,2,8.7,0,0,2,8.7
11X326,BRONX GREEN MIDDLE SCHOOL,8,2015,Ever ELL,38,297,9,23.7,24,63.2,2,5.3,3,7.9,5,13.2
11X326,BRONX GREEN MIDDLE SCHOOL,8,2016,Ever ELL,23,307,2,8.7,13,56.5,6,26.1,2,8.7,8,34.8
11X326,BRONX GREEN MIDDLE SCHOOL,8,2017,Ever ELL,21,318,0,0,9,42.9,9,42.9,3,14.3,12,57.1
11X326,BRONX GREEN MIDDLE SCHOOL,8,2018,Ever ELL,14,602,0,0,8,57.1,4,28.6,2,14.3,6,42.9
11X326,BRONX GREEN MIDDLE SCHOOL,8,2019,Ever ELL,32,607,1,3.1,10,31.3,13,40.6,8,25,21,65.6
11X326,BRONX GREEN MIDDLE SCHOOL,8,2014,Never ELL,86,289,34,39.5,37,43,13,15.1,2,2.3,15,17.4
11X326,BRONX GREEN MIDDLE SCHOOL,8,2015,Never ELL,79,291,24,30.4,46,58.2,8,10.1,1,1.3,9,11.4
11X326,BRONX GREEN MIDDLE SCHOOL,8,2016,Never ELL,79,293,28,35.4,35,44.3,14,17.7,2,2.5,16,20.3
11X326,BRONX GREEN MIDDLE SCHOOL,8,2017,Never ELL,85,304,13,15.3,40,47.1,27,31.8,5,5.9,32,37.6
11X326,BRONX GREEN MIDDLE SCHOOL,8,2018,Never ELL,91,600,12,13.2,36,39.6,29,31.9,14,15.4,43,47.3
11X326,BRONX GREEN MIDDLE SCHOOL,8,2019,Never ELL,74,598,16,21.6,26,35.1,19,25.7,13,17.6,32,43.2
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2016,Current ELL,8,243,8,100,0,0,0,0,0,0,0,0
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2017,Current ELL,9,272,5,55.6,4,44.4,0,0,0,0,0,0
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2018,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2019,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2016,Ever ELL,14,292,6,42.9,4,28.6,4,28.6,0,0,4,28.6
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2017,Ever ELL,7,287,3,42.9,3,42.9,1,14.3,0,0,1,14.3
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2018,Ever ELL,6,s,s,s,s,s,s,s,s,s,s,s
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2019,Ever ELL,11,s,s,s,s,s,s,s,s,s,s,s
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2016,Never ELL,93,290,32,34.4,46,49.5,11,11.8,4,4.3,15,16.1
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2017,Never ELL,89,295,25,28.1,41,46.1,17,19.1,6,6.7,23,25.8
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2018,Never ELL,117,597,23,19.7,49,41.9,37,31.6,8,6.8,45,38.5
11X355,BRONX ALLIANCE MIDDLE SCHOOL,8,2019,Never ELL,80,591,22,27.5,40,50,11,13.8,7,8.8,18,22.5
11X370,LEADERS OF TOMORROW,8,2014,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
11X370,LEADERS OF TOMORROW,8,2015,Current ELL,15,s,s,s,s,s,s,s,s,s,s,s
11X370,LEADERS OF TOMORROW,8,2016,Current ELL,10,258,8,80,2,20,0,0,0,0,0,0
11X370,LEADERS OF TOMORROW,8,2017,Current ELL,24,258,20,83.3,4,16.7,0,0,0,0,0,0
11X370,LEADERS OF TOMORROW,8,2018,Current ELL,18,575,13,72.2,4,22.2,1,5.6,0,0,1,5.6
11X370,LEADERS OF TOMORROW,8,2019,Current ELL,10,563,9,90,1,10,0,0,0,0,0,0
11X370,LEADERS OF TOMORROW,8,2014,Ever ELL,4,s,s,s,s,s,s,s,s,s,s,s
11X370,LEADERS OF TOMORROW,8,2015,Ever ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X370,LEADERS OF TOMORROW,8,2016,Ever ELL,9,297,3,33.3,3,33.3,3,33.3,0,0,3,33.3
11X370,LEADERS OF TOMORROW,8,2017,Ever ELL,6,302,1,16.7,3,50,2,33.3,0,0,2,33.3
11X370,LEADERS OF TOMORROW,8,2018,Ever ELL,8,599,0,0,4,50,3,37.5,1,12.5,4,50
11X370,LEADERS OF TOMORROW,8,2019,Ever ELL,14,600,2,14.3,6,42.9,4,28.6,2,14.3,6,42.9
11X370,LEADERS OF TOMORROW,8,2014,Never ELL,107,283,50,46.7,42,39.3,15,14,0,0,15,14
11X370,LEADERS OF TOMORROW,8,2015,Never ELL,59,280,27,45.8,26,44.1,6,10.2,0,0,6,10.2
11X370,LEADERS OF TOMORROW,8,2016,Never ELL,43,289,17,39.5,19,44.2,6,14,1,2.3,7,16.3
11X370,LEADERS OF TOMORROW,8,2017,Never ELL,95,288,38,40,38,40,16,16.8,3,3.2,19,20
11X370,LEADERS OF TOMORROW,8,2018,Never ELL,95,592,25,26.3,44,46.3,18,18.9,8,8.4,26,27.4
11X370,LEADERS OF TOMORROW,8,2019,Never ELL,103,587,45,43.7,34,33,15,14.6,9,8.7,24,23.3
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2014,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2015,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2016,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2019,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2014,Ever ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2015,Ever ELL,13,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2016,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2017,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2018,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2019,Ever ELL,8,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2014,Never ELL,70,283,31,44.3,32,45.7,7,10,0,0,7,10
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2015,Never ELL,65,291,22,33.8,28,43.1,14,21.5,1,1.5,15,23.1
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2016,Never ELL,36,308,6,16.7,16,44.4,10,27.8,4,11.1,14,38.9
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2017,Never ELL,48,s,s,s,s,s,s,s,s,s,s,s
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2018,Never ELL,77,598,13,16.9,34,44.2,21,27.3,9,11.7,30,39
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,8,2019,Never ELL,70,597,11,15.7,29,41.4,27,38.6,3,4.3,30,42.9
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2014,Current ELL,11,254,8,72.7,3,27.3,0,0,0,0,0,0
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2015,Current ELL,7,258,4,57.1,3,42.9,0,0,0,0,0,0
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2016,Current ELL,9,255,8,88.9,1,11.1,0,0,0,0,0,0
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2017,Current ELL,13,279,6,46.2,5,38.5,2,15.4,0,0,2,15.4
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2018,Current ELL,6,583,4,66.7,2,33.3,0,0,0,0,0,0
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2019,Current ELL,12,573,7,58.3,4,33.3,1,8.3,0,0,1,8.3
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2014,Ever ELL,19,301,5,26.3,9,47.4,5,26.3,0,0,5,26.3
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2015,Ever ELL,19,289,7,36.8,9,47.4,3,15.8,0,0,3,15.8
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2016,Ever ELL,39,310,4,10.3,22,56.4,10,25.6,3,7.7,13,33.3
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2017,Ever ELL,31,316,2,6.5,14,45.2,10,32.3,5,16.1,15,48.4
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2018,Ever ELL,21,599,4,19,9,42.9,5,23.8,3,14.3,8,38.1
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2019,Ever ELL,19,608,0,0,9,47.4,4,21.1,6,31.6,10,52.6
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2014,Never ELL,63,297,17,27,28,44.4,15,23.8,3,4.8,18,28.6
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2015,Never ELL,65,301,12,18.5,37,56.9,13,20,3,4.6,16,24.6
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2016,Never ELL,75,308,11,14.7,36,48,20,26.7,8,10.7,28,37.3
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2017,Never ELL,72,314,14,19.4,24,33.3,16,22.2,18,25,34,47.2
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2018,Never ELL,66,604,6,9.1,18,27.3,29,43.9,13,19.7,42,63.6
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,8,2019,Never ELL,66,605,5,7.6,22,33.3,18,27.3,21,31.8,39,59.1
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2014,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2015,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2016,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2017,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2018,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2019,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2014,Ever ELL,21,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2015,Ever ELL,17,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2016,Ever ELL,18,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2017,Ever ELL,17,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2018,Ever ELL,10,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2019,Ever ELL,10,s,s,s,s,s,s,s,s,s,s,s
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2014,Never ELL,69,303,12,17.4,36,52.2,15,21.7,6,8.7,21,30.4
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2015,Never ELL,57,306,9,15.8,26,45.6,18,31.6,4,7,22,38.6
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2016,Never ELL,69,319,6,8.7,22,31.9,30,43.5,11,15.9,41,59.4
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2017,Never ELL,70,313,6,8.6,24,34.3,36,51.4,4,5.7,40,57.1
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2018,Never ELL,75,609,0,0,28,37.3,24,32,23,30.7,47,62.7
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2019,Never ELL,77,606,4,5.2,25,32.5,34,44.2,14,18.2,48,62.3
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2014,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2015,Current ELL,9,260,6,66.7,3,33.3,0,0,0,0,0,0
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2016,Current ELL,7,273,5,71.4,2,28.6,0,0,0,0,0,0
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2017,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2018,Current ELL,10,589,2,20,6,60,2,20,0,0,2,20
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2019,Current ELL,6,s,s,s,s,s,s,s,s,s,s,s
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2014,Ever ELL,11,s,s,s,s,s,s,s,s,s,s,s
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2015,Ever ELL,9,284,5,55.6,4,44.4,0,0,0,0,0,0
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2016,Ever ELL,13,305,2,15.4,8,61.5,2,15.4,1,7.7,3,23.1
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2017,Ever ELL,9,s,s,s,s,s,s,s,s,s,s,s
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2018,Ever ELL,7,608,0,0,2,28.6,3,42.9,2,28.6,5,71.4
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2019,Ever ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2014,Never ELL,97,288,31,32,51,52.6,14,14.4,1,1,15,15.5
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2015,Never ELL,103,288,38,36.9,53,51.5,12,11.7,0,0,12,11.7
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2016,Never ELL,85,308,8,9.4,47,55.3,24,28.2,6,7.1,30,35.3
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2017,Never ELL,91,307,13,14.3,33,36.3,39,42.9,6,6.6,45,49.5
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2018,Never ELL,101,600,11,10.9,47,46.5,33,32.7,10,9.9,43,42.6
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,8,2019,Never ELL,99,599,15,15.2,42,42.4,32,32.3,10,10.1,42,42.4
11X532,BAYCHESTER MIDDLE SCHOOL,8,2014,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2015,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2016,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2017,Current ELL,6,273,3,50,3,50,0,0,0,0,0,0
11X532,BAYCHESTER MIDDLE SCHOOL,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2019,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2014,Ever ELL,4,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2015,Ever ELL,8,s,s,s,s,s,s,s,s,s,s,s
11X532,BAYCHESTER MIDDLE SCHOOL,8,2016,Ever ELL,6,s,s,s,s,s,s,s,s,s,s,s
