DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
08X562,BLUEPRINT MIDDLE SCHOOL,8,2019,Current ELL,38,577,21,55.3,17,44.7,0,0,0,0,0,0
08X562,BLUEPRINT MIDDLE SCHOOL,8,2015,Ever ELL,16,280,8,50,5,31.3,2,12.5,1,6.3,3,18.8
08X562,BLUEPRINT MIDDLE SCHOOL,8,2016,Ever ELL,18,315,0,0,7,38.9,11,61.1,0,0,11,61.1
08X562,BLUEPRINT MIDDLE SCHOOL,8,2017,Ever ELL,19,319,1,5.3,5,26.3,11,57.9,2,10.5,13,68.4
08X562,BLUEPRINT MIDDLE SCHOOL,8,2018,Ever ELL,20,609,2,10,7,35,4,20,7,35,11,55
08X562,BLUEPRINT MIDDLE SCHOOL,8,2019,Ever ELL,58,602,2,3.4,28,48.3,22,37.9,6,10.3,28,48.3
08X562,BLUEPRINT MIDDLE SCHOOL,8,2015,Never ELL,57,280,28,49.1,18,31.6,10,17.5,1,1.8,11,19.3
08X562,BLUEPRINT MIDDLE SCHOOL,8,2016,Never ELL,63,292,22,34.9,28,44.4,13,20.6,0,0,13,20.6
08X562,BLUEPRINT MIDDLE SCHOOL,8,2017,Never ELL,75,302,12,16,36,48,22,29.3,5,6.7,27,36
08X562,BLUEPRINT MIDDLE SCHOOL,8,2018,Never ELL,55,600,6,10.9,21,38.2,23,41.8,5,9.1,28,50.9
08X562,BLUEPRINT MIDDLE SCHOOL,8,2019,Never ELL,122,602,13,10.7,47,38.5,42,34.4,20,16.4,62,50.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2014,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2015,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2016,Current ELL,7,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2017,Current ELL,7,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2019,Current ELL,7,584,3,42.9,4,57.1,0,0,0,0,0,0
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2014,Ever ELL,9,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2015,Ever ELL,6,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2016,Ever ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2017,Ever ELL,1,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2018,Ever ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2019,Ever ELL,6,601,0,0,2,33.3,4,66.7,0,0,4,66.7
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2014,Never ELL,41,293,12,29.3,21,51.2,5,12.2,3,7.3,8,19.5
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2015,Never ELL,43,299,10,23.3,21,48.8,9,20.9,3,7,12,27.9
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2016,Never ELL,43,305,10,23.3,14,32.6,14,32.6,5,11.6,19,44.2
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2017,Never ELL,42,303,10,23.8,16,38.1,14,33.3,2,4.8,16,38.1
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2018,Never ELL,43,594,6,14,29,67.4,7,16.3,1,2.3,8,18.6
09X004,P.S./M.S. 004 CROTONA PARK WEST,8,2019,Never ELL,38,598,4,10.5,18,47.4,11,28.9,5,13.2,16,42.1
09X022,J.H.S. 022 JORDAN L. MOTT,8,2014,Current ELL,52,248,46,88.5,5,9.6,1,1.9,0,0,1,1.9
09X022,J.H.S. 022 JORDAN L. MOTT,8,2015,Current ELL,54,246,47,87,7,13,0,0,0,0,0,0
09X022,J.H.S. 022 JORDAN L. MOTT,8,2016,Current ELL,45,263,34,75.6,10,22.2,1,2.2,0,0,1,2.2
09X022,J.H.S. 022 JORDAN L. MOTT,8,2017,Current ELL,50,271,29,58,20,40,1,2,0,0,1,2
09X022,J.H.S. 022 JORDAN L. MOTT,8,2018,Current ELL,52,574,37,71.2,15,28.8,0,0,0,0,0,0
09X022,J.H.S. 022 JORDAN L. MOTT,8,2019,Current ELL,38,575,24,63.2,13,34.2,1,2.6,0,0,1,2.6
09X022,J.H.S. 022 JORDAN L. MOTT,8,2014,Ever ELL,36,287,16,44.4,14,38.9,6,16.7,0,0,6,16.7
09X022,J.H.S. 022 JORDAN L. MOTT,8,2015,Ever ELL,37,281,19,51.4,18,48.6,0,0,0,0,0,0
09X022,J.H.S. 022 JORDAN L. MOTT,8,2016,Ever ELL,28,304,3,10.7,16,57.1,9,32.1,0,0,9,32.1
09X022,J.H.S. 022 JORDAN L. MOTT,8,2017,Ever ELL,27,305,1,3.7,20,74.1,5,18.5,1,3.7,6,22.2
09X022,J.H.S. 022 JORDAN L. MOTT,8,2018,Ever ELL,33,599,3,9.1,16,48.5,11,33.3,3,9.1,14,42.4
09X022,J.H.S. 022 JORDAN L. MOTT,8,2019,Ever ELL,38,597,1,2.6,29,76.3,6,15.8,2,5.3,8,21.1
09X022,J.H.S. 022 JORDAN L. MOTT,8,2014,Never ELL,97,283,41,42.3,48,49.5,7,7.2,1,1,8,8.2
09X022,J.H.S. 022 JORDAN L. MOTT,8,2015,Never ELL,75,275,40,53.3,26,34.7,8,10.7,1,1.3,9,12
09X022,J.H.S. 022 JORDAN L. MOTT,8,2016,Never ELL,57,294,19,33.3,25,43.9,8,14,5,8.8,13,22.8
09X022,J.H.S. 022 JORDAN L. MOTT,8,2017,Never ELL,47,295,11,23.4,26,55.3,10,21.3,0,0,10,21.3
09X022,J.H.S. 022 JORDAN L. MOTT,8,2018,Never ELL,49,590,14,28.6,27,55.1,6,12.2,2,4.1,8,16.3
09X022,J.H.S. 022 JORDAN L. MOTT,8,2019,Never ELL,63,591,17,27,31,49.2,12,19,3,4.8,15,23.8
09X117,I.S. 117 JOSEPH H. WADE,8,2014,Current ELL,57,249,53,93,2,3.5,2,3.5,0,0,2,3.5
09X117,I.S. 117 JOSEPH H. WADE,8,2015,Current ELL,63,241,55,87.3,8,12.7,0,0,0,0,0,0
09X117,I.S. 117 JOSEPH H. WADE,8,2016,Current ELL,68,257,56,82.4,11,16.2,1,1.5,0,0,1,1.5
09X117,I.S. 117 JOSEPH H. WADE,8,2017,Current ELL,80,263,55,68.8,25,31.3,0,0,0,0,0,0
09X117,I.S. 117 JOSEPH H. WADE,8,2018,Current ELL,59,580,36,61,21,35.6,2,3.4,0,0,2,3.4
09X117,I.S. 117 JOSEPH H. WADE,8,2019,Current ELL,45,578,25,55.6,18,40,2,4.4,0,0,2,4.4
09X117,I.S. 117 JOSEPH H. WADE,8,2014,Ever ELL,45,280,25,55.6,19,42.2,1,2.2,0,0,1,2.2
09X117,I.S. 117 JOSEPH H. WADE,8,2015,Ever ELL,55,285,22,40,28,50.9,5,9.1,0,0,5,9.1
09X117,I.S. 117 JOSEPH H. WADE,8,2016,Ever ELL,49,299,12,24.5,24,49,12,24.5,1,2,13,26.5
09X117,I.S. 117 JOSEPH H. WADE,8,2017,Ever ELL,32,312,1,3.1,20,62.5,8,25,3,9.4,11,34.4
09X117,I.S. 117 JOSEPH H. WADE,8,2018,Ever ELL,24,600,3,12.5,7,29.2,13,54.2,1,4.2,14,58.3
09X117,I.S. 117 JOSEPH H. WADE,8,2019,Ever ELL,43,598,5,11.6,22,51.2,9,20.9,7,16.3,16,37.2
09X117,I.S. 117 JOSEPH H. WADE,8,2014,Never ELL,112,280,63,56.3,41,36.6,7,6.3,1,0.9,8,7.1
09X117,I.S. 117 JOSEPH H. WADE,8,2015,Never ELL,69,274,43,62.3,19,27.5,7,10.1,0,0,7,10.1
09X117,I.S. 117 JOSEPH H. WADE,8,2016,Never ELL,70,296,15,21.4,40,57.1,13,18.6,2,2.9,15,21.4
09X117,I.S. 117 JOSEPH H. WADE,8,2017,Never ELL,88,301,18,20.5,43,48.9,19,21.6,8,9.1,27,30.7
09X117,I.S. 117 JOSEPH H. WADE,8,2018,Never ELL,63,590,17,27,32,50.8,12,19,2,3.2,14,22.2
09X117,I.S. 117 JOSEPH H. WADE,8,2019,Never ELL,81,591,20,24.7,41,50.6,14,17.3,6,7.4,20,24.7
09X128,MOTT HALL III,8,2014,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2015,Current ELL,7,289,2,28.6,4,57.1,1,14.3,0,0,1,14.3
09X128,MOTT HALL III,8,2016,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2017,Current ELL,8,278,4,50,4,50,0,0,0,0,0,0
09X128,MOTT HALL III,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2019,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2014,Ever ELL,25,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2015,Ever ELL,22,304,3,13.6,11,50,8,36.4,0,0,8,36.4
09X128,MOTT HALL III,8,2016,Ever ELL,28,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2017,Ever ELL,28,319,0,0,13,46.4,10,35.7,5,17.9,15,53.6
09X128,MOTT HALL III,8,2018,Ever ELL,26,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2019,Ever ELL,30,s,s,s,s,s,s,s,s,s,s,s
09X128,MOTT HALL III,8,2014,Never ELL,82,301,18,22,40,48.8,17,20.7,7,8.5,24,29.3
09X128,MOTT HALL III,8,2015,Never ELL,73,305,13,17.8,29,39.7,28,38.4,3,4.1,31,42.5
09X128,MOTT HALL III,8,2016,Never ELL,84,320,4,4.8,28,33.3,37,44,15,17.9,52,61.9
09X128,MOTT HALL III,8,2017,Never ELL,73,313,12,16.4,28,38.4,21,28.8,12,16.4,33,45.2
09X128,MOTT HALL III,8,2018,Never ELL,86,607,8,9.3,22,25.6,28,32.6,28,32.6,56,65.1
09X128,MOTT HALL III,8,2019,Never ELL,81,610,5,6.2,19,23.5,27,33.3,30,37,57,70.4
09X215,KAPPA,8,2014,Current ELL,7,279,4,57.1,3,42.9,0,0,0,0,0,0
09X215,KAPPA,8,2015,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X215,KAPPA,8,2016,Current ELL,13,285,5,38.5,8,61.5,0,0,0,0,0,0
09X215,KAPPA,8,2017,Current ELL,12,279,6,50,5,41.7,1,8.3,0,0,1,8.3
09X215,KAPPA,8,2018,Current ELL,11,584,5,45.5,6,54.5,0,0,0,0,0,0
09X215,KAPPA,8,2019,Current ELL,10,585,4,40,4,40,1,10,1,10,2,20
09X215,KAPPA,8,2014,Ever ELL,32,308,1,3.1,19,59.4,11,34.4,1,3.1,12,37.5
09X215,KAPPA,8,2015,Ever ELL,30,s,s,s,s,s,s,s,s,s,s,s
09X215,KAPPA,8,2016,Ever ELL,25,311,0,0,16,64,8,32,1,4,9,36
09X215,KAPPA,8,2017,Ever ELL,16,311,2,12.5,4,25,10,62.5,0,0,10,62.5
09X215,KAPPA,8,2018,Ever ELL,17,607,1,5.9,5,29.4,6,35.3,5,29.4,11,64.7
09X215,KAPPA,8,2019,Ever ELL,13,610,0,0,5,38.5,5,38.5,3,23.1,8,61.5
09X215,KAPPA,8,2014,Never ELL,66,305,6,9.1,39,59.1,17,25.8,4,6.1,21,31.8
09X215,KAPPA,8,2015,Never ELL,61,297,14,23,29,47.5,14,23,4,6.6,18,29.5
09X215,KAPPA,8,2016,Never ELL,63,311,9,14.3,26,41.3,19,30.2,9,14.3,28,44.4
09X215,KAPPA,8,2017,Never ELL,31,312,4,12.9,13,41.9,9,29,5,16.1,14,45.2
09X215,KAPPA,8,2018,Never ELL,48,601,5,10.4,22,45.8,12,25,9,18.8,21,43.8
09X215,KAPPA,8,2019,Never ELL,57,603,6,10.5,29,50.9,7,12.3,15,26.3,22,38.6
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2014,Current ELL,10,280,6,60,4,40,0,0,0,0,0,0
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2015,Current ELL,11,283,5,45.5,6,54.5,0,0,0,0,0,0
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2016,Current ELL,11,282,6,54.5,5,45.5,0,0,0,0,0,0
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2017,Current ELL,13,293,3,23.1,9,69.2,1,7.7,0,0,1,7.7
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2018,Current ELL,15,582,6,40,9,60,0,0,0,0,0,0
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2019,Current ELL,18,577,12,66.7,5,27.8,1,5.6,0,0,1,5.6
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2014,Ever ELL,39,291,15,38.5,20,51.3,2,5.1,2,5.1,4,10.3
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2015,Ever ELL,36,307,5,13.9,17,47.2,14,38.9,0,0,14,38.9
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2016,Ever ELL,45,316,2,4.4,17,37.8,22,48.9,4,8.9,26,57.8
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2017,Ever ELL,33,317,0,0,13,39.4,16,48.5,4,12.1,20,60.6
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2018,Ever ELL,35,603,0,0,16,45.7,14,40,5,14.3,19,54.3
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2019,Ever ELL,46,604,1,2.2,19,41.3,18,39.1,8,17.4,26,56.5
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2014,Never ELL,34,306,7,20.6,17,50,6,17.6,4,11.8,10,29.4
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2015,Never ELL,33,308,2,6.1,21,63.6,8,24.2,2,6.1,10,30.3
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2016,Never ELL,32,315,0,0,15,46.9,14,43.8,3,9.4,17,53.1
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2017,Never ELL,35,314,2,5.7,15,42.9,13,37.1,5,14.3,18,51.4
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2018,Never ELL,35,603,3,8.6,11,31.4,16,45.7,5,14.3,21,60
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,8,2019,Never ELL,41,602,7,17.1,13,31.7,12,29.3,9,22,21,51.2
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2014,Current ELL,23,242,23,100,0,0,0,0,0,0,0,0
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2015,Current ELL,38,243,34,89.5,4,10.5,0,0,0,0,0,0
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2016,Current ELL,31,252,26,83.9,5,16.1,0,0,0,0,0,0
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2017,Current ELL,13,255,11,84.6,1,7.7,0,0,1,7.7,1,7.7
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2018,Current ELL,23,587,9,39.1,12,52.2,2,8.7,0,0,2,8.7
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2019,Current ELL,32,581,17,53.1,14,43.8,1,3.1,0,0,1,3.1
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2014,Ever ELL,22,289,8,36.4,11,50,2,9.1,1,4.5,3,13.6
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2015,Ever ELL,15,281,6,40,9,60,0,0,0,0,0,0
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2016,Ever ELL,13,309,1,7.7,7,53.8,4,30.8,1,7.7,5,38.5
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2017,Ever ELL,9,301,1,11.1,6,66.7,2,22.2,0,0,2,22.2
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2018,Ever ELL,11,597,1,9.1,7,63.6,2,18.2,1,9.1,3,27.3
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2019,Ever ELL,15,601,1,6.7,7,46.7,4,26.7,3,20,7,46.7
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2014,Never ELL,71,278,38,53.5,23,32.4,9,12.7,1,1.4,10,14.1
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2015,Never ELL,62,274,34,54.8,27,43.5,1,1.6,0,0,1,1.6
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2016,Never ELL,41,288,17,41.5,14,34.1,9,22,1,2.4,10,24.4
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2017,Never ELL,53,292,12,22.6,34,64.2,7,13.2,0,0,7,13.2
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2018,Never ELL,49,593,11,22.4,24,49,8,16.3,6,12.2,14,28.6
09X219,I.S. 219 NEW VENTURE SCHOOL,8,2019,Never ELL,66,591,12,18.2,41,62.1,11,16.7,2,3,13,19.7
09X229,I.S. 229 ROLAND PATTERSON,8,2014,Current ELL,7,254,6,85.7,1,14.3,0,0,0,0,0,0
09X229,I.S. 229 ROLAND PATTERSON,8,2015,Current ELL,11,258,9,81.8,2,18.2,0,0,0,0,0,0
09X229,I.S. 229 ROLAND PATTERSON,8,2016,Current ELL,13,250,13,100,0,0,0,0,0,0,0,0
09X229,I.S. 229 ROLAND PATTERSON,8,2017,Current ELL,12,271,11,91.7,0,0,1,8.3,0,0,1,8.3
09X229,I.S. 229 ROLAND PATTERSON,8,2018,Current ELL,17,574,12,70.6,5,29.4,0,0,0,0,0,0
09X229,I.S. 229 ROLAND PATTERSON,8,2019,Current ELL,6,565,6,100,0,0,0,0,0,0,0,0
09X229,I.S. 229 ROLAND PATTERSON,8,2014,Ever ELL,14,283,5,35.7,8,57.1,0,0,1,7.1,1,7.1
09X229,I.S. 229 ROLAND PATTERSON,8,2015,Ever ELL,14,291,4,28.6,9,64.3,1,7.1,0,0,1,7.1
09X229,I.S. 229 ROLAND PATTERSON,8,2016,Ever ELL,17,284,4,23.5,12,70.6,1,5.9,0,0,1,5.9
09X229,I.S. 229 ROLAND PATTERSON,8,2017,Ever ELL,22,301,4,18.2,11,50,6,27.3,1,4.5,7,31.8
09X229,I.S. 229 ROLAND PATTERSON,8,2018,Ever ELL,11,599,1,9.1,5,45.5,3,27.3,2,18.2,5,45.5
09X229,I.S. 229 ROLAND PATTERSON,8,2019,Ever ELL,9,596,0,0,7,77.8,1,11.1,1,11.1,2,22.2
09X229,I.S. 229 ROLAND PATTERSON,8,2014,Never ELL,44,280,23,52.3,19,43.2,1,2.3,1,2.3,2,4.5
09X229,I.S. 229 ROLAND PATTERSON,8,2015,Never ELL,41,276,20,48.8,16,39,4,9.8,1,2.4,5,12.2
09X229,I.S. 229 ROLAND PATTERSON,8,2016,Never ELL,51,278,26,51,20,39.2,5,9.8,0,0,5,9.8
09X229,I.S. 229 ROLAND PATTERSON,8,2017,Never ELL,47,292,16,34,21,44.7,7,14.9,3,6.4,10,21.3
09X229,I.S. 229 ROLAND PATTERSON,8,2018,Never ELL,48,590,12,25,25,52.1,9,18.8,2,4.2,11,22.9
09X229,I.S. 229 ROLAND PATTERSON,8,2019,Never ELL,55,589,15,27.3,30,54.5,7,12.7,3,5.5,10,18.2
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2014,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2015,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2016,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2017,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2018,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2019,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2014,Ever ELL,7,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2015,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2016,Ever ELL,1,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2017,Ever ELL,3,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2018,Ever ELL,2,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2019,Ever ELL,4,s,s,s,s,s,s,s,s,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2014,Never ELL,57,291,18,31.6,31,54.4,7,12.3,1,1.8,8,14
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2015,Never ELL,51,291,19,37.3,25,49,5,9.8,2,3.9,7,13.7
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2016,Never ELL,67,290,21,31.3,39,58.2,7,10.4,0,0,7,10.4
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2017,Never ELL,51,298,7,13.7,36,70.6,6,11.8,2,3.9,8,15.7
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2018,Never ELL,48,583,21,43.8,23,47.9,4,8.3,0,0,4,8.3
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,2019,Never ELL,53,597,7,13.2,26,49.1,16,30.2,4,7.5,20,37.7
09X232,I.S. 232,8,2014,Current ELL,73,255,51,69.9,19,26,3,4.1,0,0,3,4.1
09X232,I.S. 232,8,2015,Current ELL,57,254,48,84.2,9,15.8,0,0,0,0,0,0
09X232,I.S. 232,8,2016,Current ELL,54,260,37,68.5,16,29.6,1,1.9,0,0,1,1.9
09X232,I.S. 232,8,2017,Current ELL,67,270,44,65.7,18,26.9,5,7.5,0,0,5,7.5
09X232,I.S. 232,8,2018,Current ELL,63,573,44,69.8,17,27,2,3.2,0,0,2,3.2
09X232,I.S. 232,8,2019,Current ELL,49,577,31,63.3,17,34.7,1,2,0,0,1,2
09X232,I.S. 232,8,2014,Ever ELL,29,297,9,31,14,48.3,4,13.8,2,6.9,6,20.7
09X232,I.S. 232,8,2015,Ever ELL,55,294,15,27.3,30,54.5,9,16.4,1,1.8,10,18.2
09X232,I.S. 232,8,2016,Ever ELL,40,307,3,7.5,22,55,12,30,3,7.5,15,37.5
09X232,I.S. 232,8,2017,Ever ELL,38,310,1,2.6,21,55.3,14,36.8,2,5.3,16,42.1
09X232,I.S. 232,8,2018,Ever ELL,32,605,2,6.3,9,28.1,15,46.9,6,18.8,21,65.6
09X232,I.S. 232,8,2019,Ever ELL,26,604,2,7.7,10,38.5,8,30.8,6,23.1,14,53.8
09X232,I.S. 232,8,2014,Never ELL,65,284,31,47.7,27,41.5,5,7.7,2,3.1,7,10.8
09X232,I.S. 232,8,2015,Never ELL,68,285,25,36.8,35,51.5,6,8.8,2,2.9,8,11.8
09X232,I.S. 232,8,2016,Never ELL,80,299,14,17.5,45,56.3,17,21.3,4,5,21,26.3
09X232,I.S. 232,8,2017,Never ELL,66,306,12,18.2,26,39.4,22,33.3,6,9.1,28,42.4
09X232,I.S. 232,8,2018,Never ELL,53,598,5,9.4,30,56.6,12,22.6,6,11.3,18,34
09X232,I.S. 232,8,2019,Never ELL,69,600,10,14.5,29,42,19,27.5,11,15.9,30,43.5
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2014,Current ELL,13,264,9,69.2,4,30.8,0,0,0,0,0,0
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2015,Current ELL,8,268,6,75,2,25,0,0,0,0,0,0
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2016,Current ELL,9,287,5,55.6,3,33.3,1,11.1,0,0,1,11.1
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2017,Current ELL,15,275,6,40,9,60,0,0,0,0,0,0
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2018,Current ELL,13,578,7,53.8,6,46.2,0,0,0,0,0,0
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2019,Current ELL,9,584,5,55.6,3,33.3,1,11.1,0,0,1,11.1
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2014,Ever ELL,17,297,4,23.5,8,47.1,5,29.4,0,0,5,29.4
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2015,Ever ELL,19,293,7,36.8,10,52.6,1,5.3,1,5.3,2,10.5
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2016,Ever ELL,18,306,3,16.7,5,27.8,9,50,1,5.6,10,55.6
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2017,Ever ELL,17,310,2,11.8,6,35.3,8,47.1,1,5.9,9,52.9
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2018,Ever ELL,11,594,3,27.3,4,36.4,3,27.3,1,9.1,4,36.4
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2019,Ever ELL,20,603,1,5,9,45,6,30,4,20,10,50
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2014,Never ELL,51,280,29,56.9,20,39.2,2,3.9,0,0,2,3.9
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2015,Never ELL,62,285,28,45.2,25,40.3,8,12.9,1,1.6,9,14.5
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2016,Never ELL,52,294,14,26.9,26,50,10,19.2,2,3.8,12,23.1
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2017,Never ELL,55,294,16,29.1,27,49.1,10,18.2,2,3.6,12,21.8
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2018,Never ELL,49,598,7,14.3,20,40.8,18,36.7,4,8.2,22,44.9
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,8,2019,Never ELL,57,593,10,17.5,30,52.6,13,22.8,4,7,17,29.8
